date,restaurant,category,meal,week,menu_clean
03월 27일,상록원1층식당(솥앤누들),메뉴,,목,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀  배추김치 배추 고춧가루 
03월 27일,상록원3층식당,집밥,석식,목,김치가츠나베 계란말이 무나물 샐러드 
03월 27일,상록원2층식당,양식코너,중식,목,더블까스 토마토파스타 까르보나라
03월 27일,상록원3층식당,집밥,중식,목,삼겹살쌈밥 김말이강정 쑥갓나물 샐러드 
03월 27일,누리터 식당(일산캠퍼스),누리밥상,석식,목,부대찌개 쌀밥 콩나물무침 감자고로케 깍두기
03월 27일,누리터 식당(일산캠퍼스),,조식뷔페,목,천원의 아침
03월 27일,상록원2층식당,일품코너,중식,목,숯불제육덮밥 마시는요거트 돼지 
03월 27일,상록원3층식당,한그릇(한정판매),중식,목,게살볶음밥&짜장 수제파닭꼬치 
03월 27일,상록원2층식당,뚝배기코너,중식,목,수육국밥 순대국밥 얼큰국밥
03월 27일,누리터 식당(일산캠퍼스),누리밥상,중식,목,게살야채볶음밥 짜장소스 야채비빔만두 감자탕 해물파전
03월 28일,누리터 식당(일산캠퍼스),누리밥상,중식,금,제육볶음&양배추쌈 얼갈이된장국 설렁탕 찐만두
03월 28일,상록원2층식당,양식코너,중식,금,치즈롤까스 토마토파스타 까르보나라
03월 28일,상록원1층식당(솥앤누들),메뉴,,금,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀  배추김치 배추 고춧가루 
03월 28일,상록원2층식당,뚝배기코너,중식,금,수육국밥 순대국밥 얼큰국밥
03월 28일,상록원2층식당,일품코너,중식,금,김치소고기볶음덮밥 요구르트 소 
03월 28일,상록원3층식당,한그릇(한정판매),중식,금,산나물비빔밥 수제탕수육 리이브 
03월 28일,상록원3층식당,집밥,석식,금,한방닭곰탕 두부김치 메밀전병 아삭이고추된장무침 샐러드 깍두기
03월 28일,상록원3층식당,집밥,중식,금,라면사리만두전골 스팸구이&계란후라이 치커리사과무침 샐러드 
03월 28일,누리터 식당(일산캠퍼스),,조식뷔페,금,천원의 아침
03월 28일,누리터 식당(일산캠퍼스),누리밥상,석식,금,차돌불고기숙주덮밥 유부장국 단무지 김치
03월 29일,상록원3층식당,집밥,중식,토,설렁탕
03월 17일,상록원3층식당,집밥,중식,월,얼큰비비고만두전골 의성마늘햄구이 쑥갓나물 샐러드 
03월 17일,상록원2층식당,뚝배기코너,중식,월,수육국밥 순대국밥 얼큰국밥
03월 17일,누리터 식당(일산캠퍼스),,조식뷔페,월,천원의 아침
03월 17일,상록원2층식당,양식코너,중식,월,더블까스 토마토파스타 까르보나라
03월 17일,상록원1층식당(솥앤누들),메뉴,,월,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 17일,누리터 식당(일산캠퍼스),누리밥상,중식,월,치킨가라아게카레덮밥 수육국밥
03월 17일,상록원3층식당,한그릇(한정판매),중식,월,삼겹살두루치기덮밥 치킨텐더 요거트 
03월 17일,상록원2층식당,일품코너,중식,월,일식커리덮밥 핫도그 요구르트 돼지 
03월 17일,상록원3층식당,집밥,석식,월,차돌육개장 생선까스 아삭이고추된장무침 샐러드 깍두기
03월 17일,누리터 식당(일산캠퍼스),누리밥상,석식,월,소고기쌀국수 납작만두
03월 18일,누리터 식당(일산캠퍼스),,조식뷔페,화,천원의 아침
03월 18일,상록원2층식당,뚝배기코너,중식,화,수육국밥 순대국밥 얼큰국밥
03월 18일,상록원3층식당,집밥,중식,화,돈목살김치찌개 계란말이 진미채볶음 청경채겉절이 도시락김 샐러드
03월 18일,상록원2층식당,양식코너,중식,화,고구마치즈돈까스 토마토파스타 까르보나라
03월 18일,누리터 식당(일산캠퍼스),누리밥상,석식,화,소시지오므라이스
03월 18일,상록원3층식당,집밥,석식,화,오므라이스&그릴소세지 새우튀김 상추치커리무침 샐러드 
03월 18일,상록원2층식당,일품코너,중식,화,치킨마요덮밥 요구르트 닭  브라질산
03월 18일,상록원1층식당(솥앤누들),메뉴,,화,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 18일,상록원3층식당,한그릇(한정판매),중식,화,차돌불고기숙주덮밥 떡볶이 김말이튀김 
03월 18일,누리터 식당(일산캠퍼스),누리밥상,중식,화,불고기열무부추비빔밥 통등심돈까스
03월 19일,상록원2층식당,일품코너,중식,수,체다치즈제육덮밥 미니츄러스 돼지 
03월 19일,누리터 식당(일산캠퍼스),,조식뷔페,수,천원의 아침
03월 19일,상록원3층식당,한그릇(한정판매),중식,수,치즈왕돈까스 크림스프 샐러드 탄산음료
03월 19일,상록원2층식당,양식코너,중식,수,매콤순살왕돈까스 토마토파스타 까르보나라
03월 19일,누리터 식당(일산캠퍼스),누리밥상,석식,수,불고기볶음밥 우동국물 단무지 김치
03월 19일,상록원3층식당,집밥,중식,수,설렁탕 왕만두 오이부추무침 깍두기 샐러드
03월 19일,누리터 식당(일산캠퍼스),누리밥상,중식,수,스팸제육김치팬라이스 순대국밥
03월 19일,상록원2층식당,뚝배기코너,중식,수,수육국밥 순대국밥 얼큰국밥
03월 19일,상록원1층식당(솥앤누들),메뉴,,수,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 19일,상록원3층식당,집밥,석식,수,뚝배기치즈닭갈비 해물동그랑땡 막국수 샐러드 
03월 20일,누리터 식당(일산캠퍼스),누리밥상,중식,목,오삼불고기덮밥 참치김치찌개
03월 20일,상록원1층식당(솥앤누들),메뉴,,목,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 20일,누리터 식당(일산캠퍼스),,조식뷔페,목,천원의 아침
03월 20일,상록원2층식당,양식코너,중식,목,치즈돈가스 토마토파스타 까르보나라
03월 20일,상록원2층식당,뚝배기코너,중식,목,수육국밥 순대국밥 얼큰국밥
03월 20일,상록원2층식당,일품코너,중식,목,삼겹김치볶음덮밥 요구르트 돼지 오스트리아산  배추  고춧가루 
03월 20일,상록원3층식당,한그릇(한정판매),중식,목,날치알김치볶음밥 점보닭다리오븐구이 감자고로케 
03월 20일,상록원3층식당,집밥,석식,목,장조림버터솥밥 치킨너겟 무생채 샐러드 
03월 20일,상록원3층식당,집밥,중식,목,소고기된장찌개 제육볶음 세발나물 파래볶음 샐러드 
03월 20일,누리터 식당(일산캠퍼스),누리밥상,석식,목,장조림버터솥밥 콩나물국 단무지 김치
03월 21일,상록원1층식당(솥앤누들),메뉴,,금,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 21일,상록원2층식당,양식코너,중식,금,순살왕돈까스 토마토파스타 까르보나라
03월 21일,상록원2층식당,일품코너,중식,금,오므라이스 소세지구이 돼지 
03월 21일,상록원3층식당,한그릇(한정판매),중식,금,더덕산채비빔밥 수제떡갈비 부추무침 미니쌀약과 
03월 21일,누리터 식당(일산캠퍼스),,조식뷔페,금,천원의 아침
03월 21일,상록원3층식당,집밥,석식,금,수육국수 스팸구이 콩나물무침 샐러드 
03월 21일,누리터 식당(일산캠퍼스),누리밥상,중식,금,닭갈비솥밥 얼큰수육국밥
03월 21일,상록원3층식당,집밥,중식,금,미나리곰탕 매운어묵볶음 도토리묵무침 샐러드 깍두기
03월 21일,상록원2층식당,뚝배기코너,중식,금,수육국밥 순대국밥 얼큰국밥
03월 22일,상록원3층식당,집밥,중식,토,간장파불고기
03월 10일,상록원3층식당,집밥,중식,월,부대찌개 치킨너겟 참나물무침 샐러드 
03월 10일,누리터 식당(일산캠퍼스),,조식뷔페,월,천원의 아침
03월 10일,상록원1층식당(솥앤누들),메뉴,,월,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 10일,상록원2층식당,뚝배기코너,중식,월,수육국밥 순대국밥 얼큰국밥
03월 10일,상록원2층식당,양식코너,중식,월,치즈왕돈가스 그린샐러드 토마토파스타 까르보나라
03월 10일,상록원2층식당,일품코너,중식,월,햄김치볶음밥 더블새우튀김
03월 10일,상록원3층식당,한그릇(한정판매),중식,월,새우볶음밥&짜장 모듬탕수 마시는사과요거트 
03월 10일,누리터 식당(일산캠퍼스),누리밥상,석식,월,깍두기볶음밥 닭강정
03월 10일,누리터 식당(일산캠퍼스),누리밥상,중식,월,제육덮밥 알밥&미니돈까스
03월 10일,상록원3층식당,집밥,석식,월,치즈찜닭 콩나물국 물만두 막국수 샐러드 
03월 11일,누리터 식당(일산캠퍼스),누리밥상,중식,화,순두부찌개 미트볼조림 통등심돈까스
03월 11일,상록원3층식당,집밥,석식,화,매운돈갈비찜 북어미역국 두부계란전 콩나물무침 샐러드 
03월 11일,상록원3층식당,한그릇(한정판매),중식,화,산나물비빔밥 수제떡갈비&부추무침 요플레 
03월 11일,상록원1층식당(솥앤누들),메뉴,,화,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 11일,누리터 식당(일산캠퍼스),,조식뷔페,화,천원의 아침
03월 11일,누리터 식당(일산캠퍼스),누리밥상,석식,화,꼬치어묵우동&참치주먹밥
03월 11일,상록원2층식당,일품코너,중식,화,눈꽃치즈닭갈비덮밥 요구르트
03월 11일,상록원2층식당,뚝배기코너,중식,화,수육국밥 순대국밥 얼큰국밥
03월 11일,상록원3층식당,집밥,중식,화,된장찌개 닭갈비 생선까스 시금치나물 샐러드 
03월 11일,상록원2층식당,양식코너,중식,화,순살왕돈가스 그린샐러드 토마토파스타 까르보나라
03월 12일,상록원2층식당,뚝배기코너,중식,수,수육국밥 순대국밥 얼큰국밥
03월 12일,상록원1층식당(솥앤누들),메뉴,,수,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 12일,상록원3층식당,집밥,석식,수,라면사리만두전골 스팸구이 샐러드 
03월 12일,상록원3층식당,집밥,중식,수,뚝배기소불고기 미역줄기볶음 무나물 샐러드 
03월 12일,누리터 식당(일산캠퍼스),누리밥상,석식,수,소불고기뚝배기 마늘쫑장아찌무침 동그랑땡부침 
03월 12일,누리터 식당(일산캠퍼스),누리밥상,중식,수,돈목살김치찜 깍두기 치킨까스
03월 12일,상록원2층식당,일품코너,중식,수,차슈동 요구르트
03월 12일,누리터 식당(일산캠퍼스),,조식뷔페,수,천원의 아침
03월 12일,상록원3층식당,한그릇(한정판매),중식,수,통등심왕돈가스 크림스프 감자튀김 탄산음료 샐러드 
03월 12일,상록원2층식당,양식코너,중식,수,치킨까스 감자튀김 그린샐러드 토마토파스타 까르보나라
03월 13일,상록원1층식당(솥앤누들),메뉴,,목,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 13일,상록원3층식당,집밥,석식,목,돌솥비빔밥 훈제오리 꼬치어묵국 도토리묵무침 샐러드 
03월 13일,상록원2층식당,양식코너,중식,목,눈꽃치즈순살돈가스 그린샐러드 토마토파스타 까르보나라
03월 13일,상록원3층식당,집밥,중식,목,장각삼계탕 왕만두 상추치커리무침 샐러드 
03월 13일,누리터 식당(일산캠퍼스),누리밥상,석식,목,스팸김치솥밥
03월 13일,누리터 식당(일산캠퍼스),,조식뷔페,목,천원의 아침
03월 13일,상록원2층식당,일품코너,중식,목,계란햄볶음밥 자장소스 군만두
03월 13일,상록원3층식당,한그릇(한정판매),중식,목,오므라이스&수제함박 새우볼꼬치 샐러드 
03월 13일,상록원2층식당,뚝배기코너,중식,목,수육국밥 순대국밥 얼큰국밥
03월 13일,누리터 식당(일산캠퍼스),누리밥상,중식,목,쭈꾸미덮밥 순대국밥
03월 14일,누리터 식당(일산캠퍼스),누리밥상,중식,금,마라마파두부덮밥 탕수육 치즈돈까스
03월 14일,상록원2층식당,양식코너,중식,금,순살왕돈가스 그린샐러드 토마토파스타 까르보나라
03월 14일,상록원1층식당(솥앤누들),메뉴,,금,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 14일,상록원2층식당,뚝배기코너,중식,금,수육국밥 순대국밥 얼큰국밥
03월 14일,상록원2층식당,일품코너,중식,금,제육비빔밥 치킨너겟 요구르트
03월 14일,상록원3층식당,한그릇(한정판매),중식,금,카레&치킨가라아게 쫄면무침 모닝빵 
03월 14일,상록원3층식당,집밥,석식,금,샤브칼국수 돈수육 청경채겉절이 샐러드 
03월 14일,상록원3층식당,집밥,중식,금,차돌순두부찌개 잡채 납작떡갈비구이 샐러드 
03월 14일,누리터 식당(일산캠퍼스),,조식뷔페,금,천원의 아침
03월 14일,누리터 식당(일산캠퍼스),누리밥상,석식,금,고기국수
03월 15일,상록원3층식당,집밥,중식,토,소고기국밥
03월 04일,상록원3층식당,집밥,중식,화,돈갈비김치찌개 꼬마돈가스 콩나물무침 도시락김 샐러드 
03월 04일,상록원2층식당,양식코너,중식,화,통등심돈가스 그린샐러드 토마토파스타 까르보나라
03월 04일,상록원2층식당,일품코너,중식,화,매콤제육덮밥 해쉬브라운 요구르트
03월 04일,누리터 식당(일산캠퍼스),누리밥상,중식,화,목살두루치기덮밥 깍두기 통등심돈까스
03월 04일,상록원1층식당(솥앤누들),메뉴,,화,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 04일,상록원3층식당,한그릇(한정판매),중식,화,왕새우튀김덮밥 꼬치어묵국 떡볶이 쿨피스 
03월 04일,상록원2층식당,뚝배기코너,중식,화,수육국밥 순대국밥 얼큰국밥
03월 04일,상록원3층식당,집밥,석식,화,돈코츠라멘 후리가케주먹밥 고구마고로케 단무지무침 샐러드 
03월 04일,누리터 식당(일산캠퍼스),누리밥상,석식,화,김치찌개 계란후라이 스팸구이 우엉채멸치조림 깍두기 백미밥
03월 04일,누리터 식당(일산캠퍼스),,조식뷔페,화,천원의 아침
03월 05일,상록원1층식당(솥앤누들),메뉴,,수,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 05일,상록원2층식당,뚝배기코너,중식,수,수육국밥 순대국밥 얼큰국밥
03월 05일,누리터 식당(일산캠퍼스),누리밥상,석식,수,감자탕 두부매콤조림 아삭이고추된장무침 깍두기 백미밥
03월 05일,상록원2층식당,일품코너,중식,수,오므라이스 소세지구이
03월 05일,누리터 식당(일산캠퍼스),,조식뷔페,수,천원의 아침
03월 05일,누리터 식당(일산캠퍼스),누리밥상,중식,수,오므라이스&새우튀김 치킨까스
03월 05일,상록원3층식당,집밥,중식,수,육개장칼국수 스팸구이 꽈리고추멸치볶음 샐러드 
03월 05일,상록원2층식당,양식코너,중식,수,치즈돈가스 그린샐러드 토마토파스타 까르보나라
03월 05일,상록원3층식당,집밥,석식,수,장각삼계탕 왕만두 도라지무침 샐러드 
03월 05일,상록원3층식당,한그릇(한정판매),중식,수,오므라이스&그릴소시지 치킨가스 
03월 06일,상록원1층식당(솥앤누들),메뉴,,목,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 06일,상록원2층식당,뚝배기코너,중식,목,수육국밥 순대국밥 얼큰국밥
03월 06일,상록원2층식당,일품코너,중식,목,삼겹김치볶음덮밥
03월 06일,상록원2층식당,양식코너,중식,목,양념치킨까스 감자튀김 그린샐러드 토마토파스타 까르보나라
03월 06일,누리터 식당(일산캠퍼스),누리밥상,중식,목,치즈불닭팬라이스 미니우동&돈까스
03월 06일,상록원3층식당,한그릇(한정판매),중식,목,날치알김치볶음밥 치즈돈가스 모닝빵 콘샐러드 
03월 06일,상록원3층식당,집밥,석식,목,돼지국밥 계란말이 멸치호두조림 샐러드 깍두기
03월 06일,상록원3층식당,집밥,중식,목,불고기전골 탕수육 쑥갓나물 샐러드 
03월 06일,누리터 식당(일산캠퍼스),누리밥상,석식,목,추억의 도시락 꼬치어묵국 단무지 김치 요구르트
03월 06일,누리터 식당(일산캠퍼스),,조식뷔페,목,천원의 아침
03월 07일,누리터 식당(일산캠퍼스),누리밥상,중식,금,잡채덮밥&짜장소스 통등심돈까스
03월 07일,누리터 식당(일산캠퍼스),,조식뷔페,금,천원의 아침
03월 07일,상록원2층식당,양식코너,중식,금,통등심돈가스 그린샐러드 토마토파스타 까르보나라
03월 07일,상록원2층식당,뚝배기코너,중식,금,수육국밥 순대국밥 얼큰국밥
03월 07일,상록원2층식당,일품코너,중식,금,치킨마요덮밥 요구르트
03월 07일,상록원3층식당,한그릇(한정판매),중식,금,치킨데리야끼덮밥 크리스피핫도그 
03월 07일,상록원3층식당,집밥,석식,금,미나리곰탕 납작떡갈비구이 샐러드 깍두기
03월 07일,상록원3층식당,집밥,중식,금,뚝배기쭈삼불고기 건파래볶음 상추치커리무침 샐러드 
03월 07일,상록원1층식당(솥앤누들),메뉴,,금,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀 
03월 07일,누리터 식당(일산캠퍼스),누리밥상,석식,금,치킨가라아게마요덮밥
03월 08일,상록원3층식당,집밥,중식,토,삼겹살두루치기덮밥
